id_student,gender,region,highest_education,studied_credits,imd_band,total_clicks,avg_score,engagement_level,performance_level,risk_level,pass_flag,dropout_flag,final_result
550842,M,North Western Region,A Level or Equivalent,60,60-70%,,,,,,0,1,Withdrawn
550867,F,East Anglian Region,Lower Than A Level,60,80-90%,450.0,67.4,Low,Medium,High Risk,0,1,Withdrawn
550898,F,London Region,A Level or Equivalent,60,10-20,297.0,58.22222222222222,Low,Medium,Very High Risk,0,0,Fail
550921,F,Yorkshire Region,Lower Than A Level,60,0-10%,4391.0,83.72727272727273,High,High,Safe,1,0,Pass
550923,F,London Region,Lower Than A Level,120,30-40%,279.0,80.11111111111111,Low,High,Very High Risk,1,0,Pass
550960,F,Ireland,A Level or Equivalent,120,60-70%,762.0,51.0,Medium,Medium,High Risk,0,1,Withdrawn
550963,F,East Midlands Region,A Level or Equivalent,60,40-50%,674.0,85.9,Medium,High,High Risk,1,0,Pass
551032,F,North Region,A Level or Equivalent,60,10-20,676.0,70.0909090909091,Medium,High,High Risk,0,0,Fail
551053,F,Wales,Lower Than A Level,60,10-20,740.0,77.25,Medium,High,High Risk,0,1,Withdrawn
551080,F,East Anglian Region,A Level or Equivalent,60,20-30%,1349.0,77.72727272727273,Medium,High,Low Risk,1,0,Pass
551129,F,East Anglian Region,A Level or Equivalent,60,90-100%,137.0,81.2,Low,High,Very High Risk,1,0,Pass
551172,F,Scotland,A Level or Equivalent,120,10-20,128.0,,Low,,Very High Risk,0,1,Withdrawn
551274,F,London Region,A Level or Equivalent,60,20-30%,6.0,64.33333333333333,Low,Medium,Very High Risk,1,0,Pass
551282,F,London Region,HE Qualification,60,40-50%,552.0,72.8,Medium,High,High Risk,0,0,Fail
551480,F,East Anglian Region,A Level or Equivalent,60,10-20,526.0,72.18181818181819,Medium,High,High Risk,1,0,Pass
551487,F,Scotland,Lower Than A Level,120,0-10%,732.0,74.875,Medium,High,High Risk,1,0,Pass
551504,M,Yorkshire Region,A Level or Equivalent,60,0-10%,,,,,,0,0,Fail
551576,F,East Anglian Region,Lower Than A Level,60,80-90%,1175.0,89.0,Medium,High,Low Risk,1,0,Distinction
551601,F,North Western Region,Lower Than A Level,60,0-10%,,,,,,0,1,Withdrawn
551655,F,Scotland,Lower Than A Level,60,50-60%,94.0,,Low,,Very High Risk,0,1,Withdrawn
551702,F,West Midlands Region,A Level or Equivalent,60,70-80%,269.0,72.5,Low,High,Very High Risk,0,1,Withdrawn
551706,F,Scotland,A Level or Equivalent,60,80-90%,402.0,88.5,Low,High,High Risk,1,0,Pass
551714,F,Scotland,A Level or Equivalent,60,70-80%,507.0,70.9090909090909,Medium,High,High Risk,1,0,Pass
551715,F,Scotland,HE Qualification,60,80-90%,3286.0,88.4,High,High,Safe,1,0,Pass
551716,F,Scotland,HE Qualification,60,70-80%,730.0,90.6,Medium,High,High Risk,1,0,Pass
551724,F,London Region,A Level or Equivalent,60,0-10%,,,,,,0,1,Withdrawn
551759,F,West Midlands Region,Lower Than A Level,60,0-10%,5.0,,Low,,Very High Risk,0,0,Fail
551762,F,East Anglian Region,Lower Than A Level,60,60-70%,,,,,,0,1,Withdrawn
551770,F,Scotland,HE Qualification,60,30-40%,450.0,82.2,Low,High,High Risk,1,0,Pass
551886,F,North Region,A Level or Equivalent,120,0-10%,2290.0,85.27272727272727,High,High,Safe,1,0,Pass
551891,F,London Region,Lower Than A Level,60,10-20,,,,,,0,1,Withdrawn
551895,F,Scotland,A Level or Equivalent,60,20-30%,558.0,89.22222222222223,Medium,High,High Risk,1,0,Pass
551906,F,East Anglian Region,A Level or Equivalent,60,70-80%,1165.0,81.71428571428571,Medium,High,Low Risk,0,1,Withdrawn
551938,F,North Region,Lower Than A Level,60,10-20,434.0,78.0,Low,High,High Risk,1,0,Pass
551954,F,Ireland,A Level or Equivalent,60,,1156.0,70.5,Medium,High,Low Risk,1,0,Pass
551985,F,London Region,Lower Than A Level,60,50-60%,1.0,,Low,,Very High Risk,0,0,Fail
552007,F,Yorkshire Region,A Level or Equivalent,60,70-80%,516.0,84.45454545454545,Medium,High,High Risk,1,0,Pass
552017,F,West Midlands Region,HE Qualification,60,20-30%,1184.0,88.0909090909091,Medium,High,Low Risk,1,0,Distinction
552025,M,North Western Region,A Level or Equivalent,60,0-10%,441.0,84.22222222222223,Low,High,High Risk,0,1,Withdrawn
552039,F,South East Region,A Level or Equivalent,60,40-50%,880.0,85.36363636363636,Medium,High,High Risk,1,0,Distinction
552056,F,Yorkshire Region,A Level or Equivalent,120,60-70%,,,,,,0,1,Withdrawn
552069,F,Yorkshire Region,A Level or Equivalent,60,0-10%,34.0,,Low,,Very High Risk,0,1,Withdrawn
552110,F,Yorkshire Region,Lower Than A Level,90,10-20,2073.0,72.66666666666667,High,High,Low Risk,0,0,Fail
552135,F,Scotland,A Level or Equivalent,60,50-60%,300.0,64.6,Low,Medium,Very High Risk,0,0,Fail
552222,F,East Midlands Region,Lower Than A Level,60,40-50%,274.0,80.66666666666667,Low,High,Very High Risk,0,1,Withdrawn
552273,M,East Midlands Region,Lower Than A Level,60,40-50%,719.0,82.54545454545455,Medium,High,High Risk,1,0,Pass
552420,F,West Midlands Region,A Level or Equivalent,60,0-10%,,,,,,0,1,Withdrawn
552535,M,West Midlands Region,A Level or Equivalent,60,40-50%,191.0,80.63636363636364,Low,High,Very High Risk,1,0,Pass
552640,F,West Midlands Region,Lower Than A Level,60,10-20,1.0,,Low,,Very High Risk,0,1,Withdrawn
552667,M,East Anglian Region,Lower Than A Level,60,30-40%,626.0,69.375,Medium,Medium,High Risk,1,0,Pass
552701,M,East Midlands Region,A Level or Equivalent,60,40-50%,458.0,68.0909090909091,Low,Medium,High Risk,1,0,Pass
552718,F,East Midlands Region,Lower Than A Level,60,70-80%,232.0,80.33333333333333,Low,High,Very High Risk,0,0,Fail
552719,F,North Western Region,A Level or Equivalent,60,20-30%,3.0,,Low,,Very High Risk,0,1,Withdrawn
552749,M,Scotland,HE Qualification,60,40-50%,522.0,75.0,Medium,High,High Risk,0,0,Fail
552822,F,South West Region,Lower Than A Level,60,50-60%,1019.0,83.5,Medium,High,Low Risk,1,0,Pass
552826,F,South Region,HE Qualification,60,90-100%,566.0,90.0,Medium,High,High Risk,1,0,Pass
552859,F,North Western Region,Lower Than A Level,60,60-70%,407.0,84.8,Low,High,High Risk,1,0,Pass
552894,F,North Western Region,Lower Than A Level,60,50-60%,962.0,72.0909090909091,Medium,High,Low Risk,1,0,Pass
552902,M,South West Region,A Level or Equivalent,60,70-80%,500.0,83.3,Medium,High,High Risk,1,0,Pass
552914,F,London Region,A Level or Equivalent,60,0-10%,2504.0,49.27272727272727,High,Low,Safe,0,0,Fail
552929,F,South East Region,A Level or Equivalent,120,40-50%,1108.0,81.81818181818181,Medium,High,Low Risk,1,0,Pass
552939,M,West Midlands Region,A Level or Equivalent,60,0-10%,,,,,,0,1,Withdrawn
552991,M,London Region,Lower Than A Level,60,40-50%,282.0,76.55555555555556,Low,High,Very High Risk,1,0,Pass
553047,F,East Anglian Region,Lower Than A Level,60,60-70%,1373.0,87.81818181818181,Medium,High,Low Risk,1,0,Pass
553125,F,South East Region,A Level or Equivalent,120,30-40%,1390.0,78.36363636363636,Medium,High,Low Risk,1,0,Distinction
553320,F,Wales,Lower Than A Level,60,0-10%,253.0,68.0,Low,Medium,Very High Risk,0,0,Fail
553321,F,East Anglian Region,A Level or Equivalent,60,70-80%,981.0,91.9090909090909,Medium,High,Low Risk,1,0,Distinction
553442,F,London Region,Lower Than A Level,60,40-50%,673.0,80.2,Medium,High,High Risk,1,0,Pass
553443,M,Scotland,Lower Than A Level,60,50-60%,45.0,71.0,Low,High,Very High Risk,0,0,Fail
553462,F,Scotland,Lower Than A Level,60,40-50%,169.0,78.0909090909091,Low,High,Very High Risk,1,0,Pass
553487,F,South East Region,A Level or Equivalent,120,60-70%,532.0,75.18181818181819,Medium,High,High Risk,1,0,Distinction
553490,F,North Western Region,Lower Than A Level,60,30-40%,129.0,60.0,Low,Medium,Very High Risk,0,0,Fail
553502,F,West Midlands Region,Lower Than A Level,60,10-20,6358.0,87.63636363636364,High,High,Safe,1,0,Pass
553508,F,South Region,A Level or Equivalent,120,30-40%,210.0,77.18181818181819,Low,High,Very High Risk,1,0,Pass
553520,F,East Anglian Region,A Level or Equivalent,60,90-100%,192.0,88.66666666666667,Low,High,Very High Risk,0,1,Withdrawn
553526,F,South Region,Lower Than A Level,60,50-60%,,,,,,0,1,Withdrawn
553572,F,Yorkshire Region,A Level or Equivalent,60,20-30%,797.0,72.54545454545455,Medium,High,High Risk,1,0,Pass
553716,F,West Midlands Region,A Level or Equivalent,60,0-10%,175.0,66.63636363636364,Low,Medium,Very High Risk,1,0,Pass
553729,F,West Midlands Region,Lower Than A Level,60,0-10%,168.0,80.9090909090909,Low,High,Very High Risk,0,0,Fail
553755,F,Wales,Lower Than A Level,60,20-30%,327.0,87.0,Low,High,High Risk,0,0,Fail
553763,F,Scotland,Lower Than A Level,120,90-100%,95.0,,Low,,Very High Risk,0,0,Fail
553800,F,London Region,Lower Than A Level,90,60-70%,133.0,59.6,Low,Medium,Very High Risk,0,0,Fail
553807,F,South East Region,Lower Than A Level,60,30-40%,773.0,65.71428571428571,Medium,Medium,High Risk,0,1,Withdrawn
553840,F,North Western Region,A Level or Equivalent,60,30-40%,790.0,93.18181818181819,Medium,High,High Risk,1,0,Distinction
553938,F,East Anglian Region,HE Qualification,120,40-50%,15.0,,Low,,Very High Risk,0,1,Withdrawn
554068,F,East Anglian Region,HE Qualification,60,80-90%,560.0,56.25,Medium,Medium,High Risk,0,0,Fail
554083,F,South Region,A Level or Equivalent,60,50-60%,840.0,84.0,Medium,High,High Risk,1,0,Pass
554139,F,Scotland,HE Qualification,60,40-50%,56.0,,Low,,Very High Risk,0,0,Fail
554203,F,London Region,No Formal quals,60,60-70%,330.0,75.0,Low,High,High Risk,0,1,Withdrawn
554206,F,Wales,Lower Than A Level,180,20-30%,621.0,71.45454545454545,Medium,High,High Risk,1,0,Pass
554226,M,South Region,Lower Than A Level,60,10-20,1739.0,86.45454545454545,High,High,Low Risk,1,0,Pass
554249,F,North Region,A Level or Equivalent,150,80-90%,,,,,,0,1,Withdrawn
554290,F,South West Region,Lower Than A Level,60,40-50%,,,,,,0,1,Withdrawn
554294,F,Scotland,A Level or Equivalent,60,80-90%,118.0,84.0,Low,High,Very High Risk,0,0,Fail
554336,F,Yorkshire Region,HE Qualification,60,30-40%,739.0,88.54545454545455,Medium,High,High Risk,1,0,Pass
554344,F,Scotland,Lower Than A Level,60,30-40%,662.0,77.0909090909091,Medium,High,High Risk,1,0,Distinction
554352,F,Wales,Lower Than A Level,120,70-80%,949.0,73.81818181818181,Medium,High,Low Risk,1,0,Pass
554362,F,South East Region,A Level or Equivalent,60,60-70%,,,,,,0,1,Withdrawn
554374,F,London Region,A Level or Equivalent,120,30-40%,195.0,86.63636363636364,Low,High,Very High Risk,1,0,Distinction
554393,M,West Midlands Region,A Level or Equivalent,60,20-30%,21.0,,Low,,Very High Risk,0,0,Fail
554454,M,London Region,A Level or Equivalent,120,30-40%,,,,,,0,1,Withdrawn
554482,F,South Region,Lower Than A Level,60,90-100%,6.0,,Low,,Very High Risk,0,1,Withdrawn
554512,F,London Region,A Level or Equivalent,60,40-50%,235.0,67.5,Low,Medium,Very High Risk,0,1,Withdrawn
554545,M,Scotland,Lower Than A Level,60,60-70%,510.0,79.33333333333333,Medium,High,High Risk,0,1,Withdrawn
554551,F,South East Region,Lower Than A Level,60,50-60%,586.0,77.5,Medium,High,High Risk,0,0,Fail
554608,F,Wales,Lower Than A Level,120,60-70%,1227.0,92.72727272727273,Medium,High,Low Risk,1,0,Pass
554637,F,East Anglian Region,A Level or Equivalent,60,40-50%,3.0,,Low,,Very High Risk,0,1,Withdrawn
554783,F,North Region,Lower Than A Level,60,10-20,804.0,,Medium,,High Risk,0,1,Withdrawn
554795,F,South West Region,A Level or Equivalent,60,0-10%,487.0,87.18181818181819,Medium,High,High Risk,1,0,Distinction
554818,F,London Region,A Level or Equivalent,60,0-10%,17.0,61.5,Low,Medium,Very High Risk,0,1,Withdrawn
554830,M,East Anglian Region,A Level or Equivalent,120,60-70%,603.0,91.625,Medium,High,High Risk,0,0,Fail
554894,F,East Anglian Region,Lower Than A Level,60,70-80%,2732.0,80.625,High,High,Safe,1,0,Pass
554898,F,Scotland,Lower Than A Level,60,20-30%,472.0,42.0,Low,Low,High Risk,0,0,Fail
554920,M,London Region,A Level or Equivalent,60,10-20,,,,,,0,1,Withdrawn
554930,F,South East Region,Lower Than A Level,60,60-70%,603.0,63.0,Medium,Medium,High Risk,0,1,Withdrawn
554986,F,London Region,Lower Than A Level,60,20-30%,740.0,20.0,Medium,Low,High Risk,0,0,Fail
554998,M,London Region,Lower Than A Level,120,30-40%,548.0,83.0909090909091,Medium,High,High Risk,1,0,Pass
555035,F,London Region,Lower Than A Level,120,0-10%,77.0,59.0,Low,Medium,Very High Risk,0,1,Withdrawn
555059,F,East Midlands Region,HE Qualification,120,70-80%,1037.0,86.18181818181819,Medium,High,Low Risk,1,0,Distinction
555086,F,Yorkshire Region,A Level or Equivalent,60,60-70%,719.0,72.63636363636364,Medium,High,High Risk,1,0,Pass
555102,M,South Region,Lower Than A Level,60,80-90%,140.0,82.9090909090909,Low,High,Very High Risk,1,0,Pass
555157,M,East Anglian Region,A Level or Equivalent,60,80-90%,65.0,80.5,Low,High,Very High Risk,0,0,Fail
555212,F,Yorkshire Region,Lower Than A Level,60,20-30%,,,,,,0,1,Withdrawn
555263,F,South West Region,A Level or Equivalent,60,70-80%,876.0,74.0909090909091,Medium,High,High Risk,1,0,Pass
555309,M,Wales,A Level or Equivalent,60,50-60%,1915.0,85.44444444444444,High,High,Low Risk,1,0,Pass
555338,F,South West Region,A Level or Equivalent,60,50-60%,,,,,,0,1,Withdrawn
555407,F,Ireland,A Level or Equivalent,60,10-20,288.0,60.875,Low,Medium,Very High Risk,0,0,Fail
555414,F,North Western Region,Lower Than A Level,60,30-40%,747.0,81.36363636363636,Medium,High,High Risk,1,0,Pass
555552,F,London Region,Lower Than A Level,120,30-40%,33.0,,Low,,Very High Risk,0,1,Withdrawn
555627,M,Wales,Lower Than A Level,60,60-70%,140.0,87.0,Low,High,Very High Risk,0,0,Fail
555667,F,West Midlands Region,HE Qualification,120,70-80%,700.0,87.63636363636364,Medium,High,High Risk,1,0,Distinction
555670,F,London Region,Lower Than A Level,60,50-60%,1227.0,87.2,Medium,High,Low Risk,1,0,Pass
555672,F,West Midlands Region,A Level or Equivalent,120,10-20,1104.0,84.0909090909091,Medium,High,Low Risk,1,0,Pass
555673,F,East Anglian Region,Lower Than A Level,60,70-80%,3550.0,85.5,High,High,Safe,0,0,Fail
555674,M,Yorkshire Region,A Level or Equivalent,120,80-90%,1024.0,91.0,Medium,High,Low Risk,1,0,Distinction
555675,F,Yorkshire Region,HE Qualification,120,30-40%,1730.0,81.9090909090909,High,High,Low Risk,1,0,Distinction
555695,F,South East Region,A Level or Equivalent,60,60-70%,1009.0,76.18181818181819,Medium,High,Low Risk,1,0,Pass
555707,F,East Anglian Region,A Level or Equivalent,60,50-60%,,,,,,0,1,Withdrawn
555747,F,Scotland,Lower Than A Level,60,20-30%,2397.0,89.6,High,High,Safe,1,0,Pass
555837,F,West Midlands Region,A Level or Equivalent,60,50-60%,9420.0,42.857142857142854,High,Low,Safe,0,1,Withdrawn
555838,F,Wales,HE Qualification,120,60-70%,687.0,88.0909090909091,Medium,High,High Risk,1,0,Pass
555880,M,Scotland,Lower Than A Level,60,60-70%,199.0,75.0,Low,High,Very High Risk,0,0,Fail
555902,F,Scotland,A Level or Equivalent,60,70-80%,89.0,65.0,Low,Medium,Very High Risk,0,0,Fail
555909,F,London Region,Lower Than A Level,60,10-20,165.0,78.33333333333333,Low,High,Very High Risk,0,1,Withdrawn
555930,F,Ireland,Lower Than A Level,75,30-40%,2071.0,73.0,High,High,Low Risk,0,0,Fail
555935,F,South Region,A Level or Equivalent,60,80-90%,150.0,67.66666666666667,Low,Medium,Very High Risk,0,1,Withdrawn
555946,F,Yorkshire Region,Lower Than A Level,60,10-20,474.0,79.5,Low,High,High Risk,0,0,Fail
555995,F,London Region,Lower Than A Level,60,0-10%,,,,,,0,1,Withdrawn
556077,M,Wales,A Level or Equivalent,60,10-20,149.0,,Low,,Very High Risk,0,1,Withdrawn
556138,F,East Midlands Region,HE Qualification,60,40-50%,259.0,70.0,Low,Medium,Very High Risk,0,1,Withdrawn
556224,F,South East Region,Lower Than A Level,60,20-30%,,,,,,0,0,Fail
556284,M,South Region,HE Qualification,120,90-100%,381.0,94.5,Low,High,High Risk,1,0,Pass
556292,F,South Region,Lower Than A Level,120,80-90%,1171.0,88.36363636363636,Medium,High,Low Risk,1,0,Distinction
556301,F,South East Region,HE Qualification,120,70-80%,696.0,91.45454545454545,Medium,High,High Risk,1,0,Pass
556318,F,Scotland,Lower Than A Level,60,10-20,75.0,43.0,Low,Low,Very High Risk,0,0,Fail
556349,F,South West Region,A Level or Equivalent,60,10-20,259.0,69.72727272727273,Low,Medium,Very High Risk,1,0,Pass
556481,F,London Region,A Level or Equivalent,60,40-50%,7.0,,Low,,Very High Risk,0,1,Withdrawn
556502,F,Ireland,Lower Than A Level,60,10-20,1897.0,84.54545454545455,High,High,Low Risk,1,0,Pass
556553,F,South East Region,A Level or Equivalent,60,30-40%,598.0,80.0,Medium,High,High Risk,1,0,Pass
556568,F,East Anglian Region,Lower Than A Level,60,20-30%,136.0,77.0,Low,High,Very High Risk,0,1,Withdrawn
556585,F,Yorkshire Region,Lower Than A Level,60,30-40%,,,,,,0,1,Withdrawn
556605,F,London Region,HE Qualification,60,50-60%,257.0,82.88888888888889,Low,High,Very High Risk,1,0,Pass
556648,F,North Region,Lower Than A Level,60,10-20,242.0,90.33333333333333,Low,High,Very High Risk,0,0,Fail
556692,F,South Region,Lower Than A Level,60,20-30%,493.0,80.0,Medium,High,High Risk,0,1,Withdrawn
556840,F,South Region,A Level or Equivalent,60,90-100%,374.0,73.0,Low,High,High Risk,0,1,Withdrawn
556860,F,South Region,A Level or Equivalent,60,,1977.0,78.45454545454545,High,High,Low Risk,0,0,Fail
556863,F,South West Region,A Level or Equivalent,60,20-30%,917.0,83.5,Medium,High,Low Risk,0,1,Withdrawn
556865,F,South Region,A Level or Equivalent,60,,579.0,75.8,Medium,High,High Risk,1,0,Pass
556871,F,South Region,A Level or Equivalent,60,,1198.0,86.18181818181819,Medium,High,Low Risk,1,0,Distinction
556876,F,South Region,A Level or Equivalent,60,,530.0,77.54545454545455,Medium,High,High Risk,1,0,Distinction
556877,F,South West Region,A Level or Equivalent,60,30-40%,2481.0,87.58333333333333,High,High,Safe,0,1,Withdrawn
556878,F,South West Region,Lower Than A Level,60,20-30%,1176.0,76.9090909090909,Medium,High,Low Risk,1,0,Pass
556882,F,South West Region,Lower Than A Level,60,30-40%,405.0,63.0,Low,Medium,High Risk,0,1,Withdrawn
556883,F,South Region,A Level or Equivalent,60,,549.0,71.63636363636364,Medium,High,High Risk,1,0,Pass
556887,F,South Region,A Level or Equivalent,60,,364.0,68.0909090909091,Low,Medium,High Risk,1,0,Pass
556892,F,South Region,A Level or Equivalent,60,,1934.0,88.72727272727273,High,High,Low Risk,1,0,Pass
556898,F,South Region,Lower Than A Level,60,,14172.0,74.1,High,High,Safe,1,0,Pass
556929,F,North Western Region,A Level or Equivalent,120,0-10%,,,,,,0,1,Withdrawn
556959,F,South West Region,A Level or Equivalent,60,60-70%,1146.0,85.0,Medium,High,Low Risk,1,0,Pass
556986,F,South West Region,Lower Than A Level,60,30-40%,228.0,79.0,Low,High,Very High Risk,0,1,Withdrawn
556987,F,North Western Region,Lower Than A Level,60,0-10%,534.0,58.55555555555556,Medium,Medium,High Risk,0,0,Fail
556988,F,South West Region,Lower Than A Level,60,50-60%,129.0,,Low,,Very High Risk,0,1,Withdrawn
556990,F,South West Region,Lower Than A Level,60,50-60%,491.0,89.27272727272727,Medium,High,High Risk,1,0,Pass
556992,F,South West Region,HE Qualification,60,70-80%,439.0,64.0909090909091,Low,Medium,High Risk,1,0,Pass
556997,F,South West Region,A Level or Equivalent,60,10-20,582.0,88.4,Medium,High,High Risk,1,0,Pass
556999,F,South West Region,HE Qualification,60,40-50%,320.0,88.27272727272727,Low,High,Very High Risk,1,0,Pass
557006,F,South West Region,Lower Than A Level,60,20-30%,235.0,66.54545454545455,Low,Medium,Very High Risk,1,0,Pass
557024,F,East Anglian Region,A Level or Equivalent,120,70-80%,792.0,74.54545454545455,Medium,High,High Risk,1,0,Pass
557032,F,East Anglian Region,HE Qualification,120,80-90%,2722.0,85.81818181818181,High,High,Safe,1,0,Distinction
557057,M,South West Region,Lower Than A Level,60,40-50%,1426.0,89.0,Medium,High,Low Risk,1,0,Pass
557060,F,South West Region,HE Qualification,60,20-30%,1134.0,81.22222222222223,Medium,High,Low Risk,1,0,Pass
557145,F,South West Region,A Level or Equivalent,60,40-50%,386.0,78.27272727272727,Low,High,High Risk,0,0,Fail
557155,F,West Midlands Region,Lower Than A Level,60,20-30%,,,,,,0,1,Withdrawn
557170,F,Yorkshire Region,A Level or Equivalent,60,20-30%,,,,,,0,1,Withdrawn
557220,F,Wales,Lower Than A Level,60,0-10%,801.0,87.1,Medium,High,High Risk,1,0,Pass
557285,F,South Region,Lower Than A Level,60,70-80%,1157.0,79.18181818181819,Medium,High,Low Risk,1,0,Pass
557308,F,North Region,A Level or Equivalent,75,10-20,691.0,58.09090909090909,Medium,Medium,High Risk,0,0,Fail
557325,F,East Anglian Region,A Level or Equivalent,60,90-100%,619.0,76.66666666666667,Medium,High,High Risk,1,0,Distinction
557338,F,North Western Region,Lower Than A Level,60,10-20,,,,,,0,1,Withdrawn
557351,F,South West Region,A Level or Equivalent,90,50-60%,718.0,81.9,Medium,High,High Risk,0,0,Fail
557451,F,London Region,Lower Than A Level,60,0-10%,613.0,90.9,Medium,High,High Risk,0,0,Fail
557528,F,Yorkshire Region,Lower Than A Level,60,90-100%,1052.0,88.63636363636364,Medium,High,Low Risk,1,0,Pass
557594,F,East Midlands Region,A Level or Equivalent,60,80-90%,476.0,76.45454545454545,Low,High,High Risk,1,0,Pass
557622,F,London Region,Lower Than A Level,60,10-20,1668.0,92.9090909090909,High,High,Low Risk,1,0,Distinction
557709,F,South West Region,A Level or Equivalent,60,60-70%,223.0,69.0,Low,Medium,Very High Risk,0,1,Withdrawn
557729,F,North Western Region,A Level or Equivalent,60,10-20,,,,,,0,1,Withdrawn
557758,F,East Midlands Region,Lower Than A Level,60,20-30%,13144.0,82.0909090909091,High,High,Safe,1,0,Pass
557775,F,South East Region,HE Qualification,60,10-20,1664.0,85.5,High,High,Low Risk,1,0,Pass
557803,M,North Region,Lower Than A Level,60,80-90%,,,,,,0,0,Fail
557827,F,North Western Region,A Level or Equivalent,60,30-40%,705.0,67.875,Medium,Medium,High Risk,0,0,Fail
557865,F,London Region,Lower Than A Level,60,0-10%,,,,,,0,0,Fail
557935,F,Yorkshire Region,Lower Than A Level,60,0-10%,270.0,83.33333333333333,Low,High,Very High Risk,0,0,Fail
557938,F,London Region,No Formal quals,60,20-30%,15.0,,Low,,Very High Risk,0,1,Withdrawn
557968,F,Wales,A Level or Equivalent,70,40-50%,468.0,90.54545454545455,Low,High,High Risk,1,0,Distinction
557979,F,London Region,A Level or Equivalent,60,20-30%,191.0,67.33333333333333,Low,Medium,Very High Risk,1,0,Pass
557997,M,North Western Region,Lower Than A Level,60,80-90%,,,,,,0,1,Withdrawn
558024,F,West Midlands Region,A Level or Equivalent,60,20-30%,400.0,68.18181818181819,Low,Medium,High Risk,1,0,Pass
558040,F,Yorkshire Region,A Level or Equivalent,120,20-30%,388.0,83.63636363636364,Low,High,High Risk,1,0,Pass
558042,F,Yorkshire Region,HE Qualification,120,40-50%,195.0,82.18181818181819,Low,High,Very High Risk,1,0,Distinction
558066,F,South East Region,Lower Than A Level,120,20-30%,431.0,87.54545454545455,Low,High,High Risk,1,0,Distinction
558068,F,South East Region,A Level or Equivalent,120,50-60%,449.0,83.27272727272727,Low,High,High Risk,1,0,Pass
558075,F,West Midlands Region,Lower Than A Level,60,70-80%,403.0,84.54545454545455,Low,High,High Risk,1,0,Pass
558092,F,Yorkshire Region,A Level or Equivalent,60,0-10%,276.0,49.44444444444444,Low,Low,Very High Risk,0,0,Fail
558099,F,South East Region,A Level or Equivalent,60,40-50%,994.0,87.36363636363636,Medium,High,Low Risk,1,0,Distinction
558113,F,East Anglian Region,A Level or Equivalent,60,80-90%,1104.0,77.11111111111111,Medium,High,Low Risk,1,0,Pass
558114,F,East Anglian Region,Lower Than A Level,120,60-70%,306.0,73.25,Low,High,Very High Risk,0,0,Fail
558146,F,South East Region,Lower Than A Level,60,50-60%,1.0,,Low,,Very High Risk,0,1,Withdrawn
558163,F,South West Region,Lower Than A Level,60,70-80%,92.0,73.0,Low,High,Very High Risk,0,1,Withdrawn
558168,F,Wales,A Level or Equivalent,60,20-30%,225.0,78.45454545454545,Low,High,Very High Risk,1,0,Pass
558212,F,East Anglian Region,A Level or Equivalent,60,90-100%,,,,,,0,1,Withdrawn
558231,F,East Anglian Region,Lower Than A Level,60,50-60%,,,,,,0,1,Withdrawn
558247,F,South West Region,Lower Than A Level,60,70-80%,399.0,73.25,Low,High,High Risk,0,0,Fail
558250,F,East Midlands Region,Lower Than A Level,60,10-20,2764.0,80.81818181818181,High,High,Safe,1,0,Pass
558324,M,South West Region,Lower Than A Level,60,70-80%,544.0,85.0,Medium,High,High Risk,0,1,Withdrawn
558326,F,West Midlands Region,Lower Than A Level,60,20-30%,,,,,,0,1,Withdrawn
558373,M,East Midlands Region,A Level or Equivalent,60,40-50%,1031.0,86.54545454545455,Medium,High,Low Risk,1,0,Distinction
558395,M,North Western Region,HE Qualification,60,80-90%,,,,,,0,1,Withdrawn
558435,F,Wales,HE Qualification,60,40-50%,948.0,87.45454545454545,Medium,High,Low Risk,1,0,Distinction
558602,F,East Anglian Region,Lower Than A Level,60,30-40%,24.0,58.0,Low,Medium,Very High Risk,0,0,Fail
558622,F,East Anglian Region,A Level or Equivalent,60,70-80%,2478.0,71.8,High,High,Safe,1,0,Pass
558654,F,North Region,A Level or Equivalent,60,10-20,55.0,78.0,Low,High,Very High Risk,0,1,Withdrawn
558662,F,London Region,Lower Than A Level,60,20-30%,592.0,82.0,Medium,High,High Risk,0,0,Fail
558689,F,North Region,A Level or Equivalent,120,20-30%,397.0,80.6,Low,High,High Risk,1,0,Pass
558701,F,South Region,A Level or Equivalent,60,40-50%,395.0,85.33333333333333,Low,High,High Risk,0,1,Withdrawn
558703,F,East Midlands Region,A Level or Equivalent,60,40-50%,191.0,61.142857142857146,Low,Medium,Very High Risk,1,0,Pass
558747,F,London Region,A Level or Equivalent,60,10-20,2230.0,67.27272727272727,High,Medium,Safe,1,0,Pass
558769,F,Scotland,Lower Than A Level,60,30-40%,1267.0,83.27272727272727,Medium,High,Low Risk,0,0,Fail
558809,F,West Midlands Region,A Level or Equivalent,60,60-70%,1474.0,89.0,Medium,High,Low Risk,0,0,Fail
558820,F,Scotland,Lower Than A Level,60,40-50%,1008.0,76.3,Medium,High,Low Risk,0,0,Fail
558903,F,East Midlands Region,HE Qualification,60,70-80%,144.0,67.85714285714286,Low,Medium,Very High Risk,0,0,Fail
558955,F,South Region,A Level or Equivalent,60,90-100%,415.0,74.6,Low,High,High Risk,0,0,Fail
558965,F,North Western Region,Lower Than A Level,60,80-90%,1384.0,78.45454545454545,Medium,High,Low Risk,1,0,Pass
558974,F,West Midlands Region,No Formal quals,135,0-10%,,,,,,0,1,Withdrawn
